wavelength,energy,GaAs,Ag mirror,Active region
1300,0.95551499,1.1638463e-07,0.083266372,1.1638463e-07
1299,0.95625,1.3708415e-07,0.077876272,1.3708415e-07
1298,0.95698614,1.5601937e-07,0.07262991,1.5601937e-07
1297,0.95772342,1.7192181e-07,0.067542526,1.7192181e-07
1296,0.95846184,1.8500387e-07,0.062699303,1.8500387e-07
1295,0.95920139,1.9554662e-07,0.058143822,1.9554662e-07
1294,0.95994208,2.0384512e-07,0.053905993,2.0384512e-07
1293,0.96068393,2.1020204e-07,0.049995138,2.1020204e-07
1292,0.96142691,2.1489382e-07,0.046402748,2.1489382e-07
1291,0.96217105,2.1817979e-07,0.04311941,2.1817979e-07
1290,0.96291634,2.2028096e-07,0.040123835,2.2028096e-07
1289,0.96366279,2.2139771e-07,0.037396765,2.2139771e-07
1288,0.9644104,2.2169274e-07,0.034918859,2.2169274e-07
1287,0.96515916,2.2131293e-07,0.032664714,2.2131293e-07
1286,0.96590909,2.203728e-07,0.030617421,2.203728e-07
1285,0.96666019,2.1897651e-07,0.028754088,2.1897651e-07
1284,0.96741245,2.1720236e-07,0.027060103,2.1720236e-07
1283,0.96816589,2.1512102e-07,0.025517375,2.1512102e-07
1282,0.9689205,2.1279069e-07,0.024109652,2.1279069e-07
1281,0.96967629,2.1025364e-07,0.022826348,2.1025364e-07
1280,0.97043326,2.0755113e-07,0.021653704,2.0755113e-07
1279,0.97119141,2.0471055e-07,0.020580489,2.0471055e-07
1278,0.97195074,2.0175947e-07,0.019598504,2.0175947e-07
1277,0.97271127,1.9871465e-07,0.018698621,1.9871465e-07
1276,0.97347298,1.9559311e-07,0.017872903,1.9559311e-07
1275,0.97423589,1.9240927e-07,0.017114036,1.9240927e-07
1274,0.975,1.8916603e-07,0.016416275,1.8916603e-07
1273,0.97576531,1.8587582e-07,0.015774592,1.8587582e-07
1272,0.97653181,1.8253961e-07,0.01518398,1.8253961e-07
1271,0.97729953,1.7916202e-07,0.014639649,1.7916202e-07
1270,0.97806845,1.7574197e-07,0.014138132,1.7574197e-07
1269,0.97883858,1.7228084e-07,0.013675524,1.7228084e-07
1268,0.97960993,1.6877511e-07,0.01324912,1.6877511e-07
1267,0.98038249,1.6522278e-07,0.012855919,1.6522278e-07
1266,0.98115627,1.6162057e-07,0.012493223,1.6162057e-07
1265,0.98193128,1.5796214e-07,0.012159182,1.5796214e-07
1264,0.98270751,1.5424233e-07,0.011851585,1.5424233e-07
1263,0.98348497,1.5045381e-07,0.01156882,1.5045381e-07
1262,0.98426366,1.4659095e-07,0.011308513,1.4659095e-07
1261,0.98504358,1.4264252e-07,0.011070162,1.4264252e-07
1260,0.98582474,1.3860035e-07,0.010852431,1.3860035e-07
1259,0.98660714,1.3445312e-07,0.010653481,1.3445312e-07
1258,0.98739079,1.3018995e-07,0.010472443,1.3018995e-07
1257,0.98817568,1.2579746e-07,0.01030877,1.2579746e-07
1256,0.98896181,1.2126209e-07,0.010161959,1.2126209e-07
1255,0.9897492,1.1656894e-07,0.010030128,1.1656894e-07
1254,0.99053785,1.1170094e-07,0.0099135172,1.1170094e-07
1253,0.99132775,1.0664021e-07,0.0098118848,1.0664021e-07
1252,0.99211891,1.0136716e-07,0.0097236346,1.0136716e-07
1251,0.99291134,9.5859835e-08,0.0096492302,9.5859835e-08
1250,0.99370504,9.0094696e-08,0.0095886482,9.0094696e-08
1249,0.9945,8.4045907e-08,0.0095405259,8.4045907e-08
1248,0.99529624,7.7684816e-08,0.0095059949,7.7684816e-08
1247,0.99609375,7.0980272e-08,0.0094838335,7.0980272e-08
1246,0.99689254,6.3897873e-08,0.0094747429,6.3897873e-08
1245,0.99769262,5.6399713e-08,0.009478195,5.6399713e-08
1244,0.99849398,4.8443993e-08,0.009495026,4.8443993e-08
1243,0.99929662,3.9984547e-08,0.0095249313,3.9984547e-08
1242,1.0001006,3.0970257e-08,0.0095674693,3.0970257e-08
1241,1.0009058,2.1344503e-08,0.009624282,2.1344503e-08
1240,1.0017123,1.1044399e-08,0.0096950834,1.1044399e-08
1239,1.0025202,-6.4184769e-17,0.0097801253,-6.4184769e-17
1238,1.0033293,-1.185611e-08,0.0098798826,-1.185611e-08
1237,1.0041397,-2.4557601e-08,0.009995768,-2.4557601e-08
1236,1.0049515,-3.8134752e-08,0.010128041,-3.8134752e-08
1235,1.0057646,-5.2624847e-08,0.010277328,-5.2624847e-08
1234,1.0065789,-6.8073044e-08,0.01044454,-6.8073044e-08
1233,1.0073947,-8.4532195e-08,0.010631602,-8.4532195e-08
1232,1.0082117,-1.0206358e-07,0.010839012,-1.0206358e-07
1231,1.00903,-1.2073851e-07,0.011068696,-1.2073851e-07
1230,1.0098497,-1.406377e-07,0.011322029,-1.406377e-07
1229,1.0106707,-1.6185318e-07,0.011600841,-1.6185318e-07
1228,1.0114931,-1.8448839e-07,0.01190691,-1.8448839e-07
1227,1.0123168,-2.0866237e-07,0.012243136,-2.0866237e-07
1226,1.0131418,-2.3450725e-07,0.012611882,-2.3450725e-07
1225,1.0139682,-2.6217251e-07,0.013016137,-2.6217251e-07
1224,1.0147959,-2.9182647e-07,0.013459285,-2.9182647e-07
1223,1.015625,-3.2365681e-07,0.013944809,-3.2365681e-07
1222,1.0164554,-3.5787966e-07,0.014478502,-3.5787966e-07
1221,1.0172872,-3.9473378e-07,0.015063541,-3.9473378e-07
1220,1.0181204,-4.344892e-07,0.015706287,-4.344892e-07
1219,1.0189549,-4.7744719e-07,0.016412745,-4.7744719e-07
1218,1.0197908,-5.2395639e-07,0.017191142,-5.2395639e-07
1217,1.0206281,-5.744003e-07,0.018050418,-5.744003e-07
1216,1.0214667,-6.292148e-07,0.018998443,-6.292148e-07
1215,1.0223067,-6.8888988e-07,0.020047188,-6.8888988e-07
1214,1.0231481,-7.539701e-07,0.021209867,-7.539701e-07
1213,1.0239909,-8.2508663e-07,0.022500175,-8.2508663e-07
1212,1.0248351,-9.0292494e-07,0.023936599,-9.0292494e-07
1211,1.0256807,-9.8825614e-07,0.025536025,-9.8825614e-07
1210,1.0265277,-1.0819303e-06,0.027321644,-1.0819303e-06
1209,1.027376,-1.1848758e-06,0.029320064,-1.1848758e-06
1208,1.0282258,-1.2980799e-06,0.031555794,-1.2980799e-06
1207,1.029077,-1.4226152e-06,0.034065676,-1.4226152e-06
1206,1.0299296,-1.5595307e-06,0.03688242,-1.5595307e-06
1205,1.0307836,-1.7098337e-06,0.040041807,-1.7098337e-06
1204,1.031639,-1.8743661e-06,0.043587105,-1.8743661e-06
1203,1.0324958,-2.0536531e-06,0.047552427,-2.0536531e-06
1202,1.0333541,-2.247644e-06,0.051976077,-2.247644e-06
1201,1.0342138,-2.4553522e-06,0.056876421,-2.4553522e-06
1200,1.0350749,-2.6745079e-06,0.062255844,-2.6745079e-06
1199,1.0359375,-2.9007806e-06,0.068087084,-2.9007806e-06
1198,1.0368015,-3.1272674e-06,0.074285238,-3.1272674e-06
1197,1.0376669,-3.3438569e-06,0.080699236,-3.3438569e-06
1196,1.0385338,-3.5369599e-06,0.087088001,-3.5369599e-06
1195,1.0394022,-3.6898788e-06,0.09313151,-3.6898788e-06
1194,1.040272,-3.7843357e-06,0.098419218,-3.7843357e-06
1193,1.0411432,-3.8031855e-06,0.10251054,-3.8031855e-06
1192,1.0420159,-3.7340746e-06,0.10500385,-3.7340746e-06
1191,1.0428901,-3.5729453e-06,0.10562109,-3.5729453e-06
1190,1.0437657,-3.3259205e-06,0.10428586,-3.3259205e-06
1189,1.0446429,-3.0085646e-06,0.10113293,-3.0085646e-06
1188,1.0455214,-2.6426533e-06,0.096481891,-2.6426533e-06
1187,1.0464015,-2.2517289e-06,0.090757736,-2.2517289e-06
1186,1.0472831,-1.8571056e-06,0.084404205,-1.8571056e-06
1185,1.0481661,-1.4754004e-06,0.07781589,-1.4754004e-06
1184,1.0490506,-1.117765e-06,0.071301542,-1.117765e-06
1183,1.0499367,-7.9036613e-07,0.065075863,-7.9036613e-07
1182,1.0508242,-4.9548017e-07,0.059269681,-4.9548017e-07
1181,1.0517132,-2.3270342e-07,0.053951053,-2.3270342e-07
1180,1.0526037,-1.0894063e-15,0.049132641,-1.0894063e-15
1179,1.0534958,2.0529782e-07,0.044806081,2.0529782e-07
1178,1.0543893,3.8545038e-07,0.040942159,3.8545038e-07
1177,1.0552844,5.4283875e-07,0.037504715,5.4283875e-07
1176,1.056181,6.7993613e-07,0.034448093,6.7993613e-07
1175,1.0570791,7.9913227e-07,0.031733323,7.9913227e-07
1174,1.0579787,9.026419e-07,0.029323077,9.026419e-07
1173,1.0588799,9.9246565e-07,0.027178363,9.9246565e-07
1172,1.0597826,1.0703752e-06,0.025268855,1.0703752e-06
1171,1.0606869,1.1379227e-06,0.023567435,1.1379227e-06
1170,1.0615927,1.1964586e-06,0.022046459,1.1964586e-06
1169,1.0625,1.2471474e-06,0.020686641,1.2471474e-06
1168,1.0634089,1.2909943e-06,0.019466634,1.2909943e-06
1167,1.0643193,1.3288596e-06,0.018372171,1.3288596e-06
1166,1.0652314,1.3614825e-06,0.017387804,1.3614825e-06
1165,1.0661449,1.3894953e-06,0.016500199,1.3894953e-06
1164,1.0670601,1.4134364e-06,0.01570046,1.4134364e-06
1163,1.0679768,1.433767e-06,0.014977421,1.433767e-06
1162,1.0688951,1.450877e-06,0.014324651,1.450877e-06
1161,1.069815,1.4650985e-06,0.013734187,1.4650985e-06
1160,1.0707364,1.4767106e-06,0.013199852,1.4767106e-06
1159,1.0716595,1.4859471e-06,0.012715541,1.4859471e-06
1158,1.0725841,1.4930002e-06,0.012278006,1.4930002e-06
1157,1.0735104,1.4980271e-06,0.011882392,1.4980271e-06
1156,1.0744382,1.5011523e-06,0.011525108,1.5011523e-06
1155,1.0753676,1.5024708e-06,0.011202374,1.5024708e-06
1154,1.0762987,1.5020432e-06,0.010912929,1.5020432e-06
1153,1.0772314,1.4999225e-06,0.010653341,1.4999225e-06
1152,1.0781657,1.4961188e-06,0.010421721,1.4961188e-06
1151,1.0791016,1.490624e-06,0.010216266,1.490624e-06
1150,1.0800391,1.4834056e-06,0.010035418,1.4834056e-06
1149,1.0809783,1.4744064e-06,0.0098778439,1.4744064e-06
1148,1.0819191,1.463544e-06,0.0097424161,1.463544e-06
1147,1.0828615,1.4507091e-06,0.0096281936,1.4507091e-06
1146,1.0838056,1.4357639e-06,0.0095344095,1.4357639e-06
1145,1.0847513,1.418538e-06,0.0094612001,1.418538e-06
1144,1.0856987,1.398833e-06,0.009406638,1.398833e-06
1143,1.0866477,1.3764065e-06,0.0093711666,1.3764065e-06
1142,1.0875984,1.3509767e-06,0.0093546345,1.3509767e-06
1141,1.0885508,1.3222144e-06,0.0093570356,1.3222144e-06
1140,1.0895048,1.2897369e-06,0.0093785104,1.2897369e-06
1139,1.0904605,1.2531002e-06,0.0094198994,1.2531002e-06
1138,1.0914179,1.2117923e-06,0.0094807662,1.2117923e-06
1137,1.092377,1.1652163e-06,0.0095618471,1.1652163e-06
1136,1.0933377,1.1126846e-06,0.0096647045,1.1126846e-06
1135,1.0943002,1.0534013e-06,0.0097891884,1.0534013e-06
1134,1.0952643,9.8644306e-07,0.0099370436,9.8644306e-07
1133,1.0962302,9.1074033e-07,0.010110524,9.1074033e-07
1132,1.0971977,8.2504387e-07,0.010309643,8.2504387e-07
1131,1.098167,7.2790476e-07,0.010537806,7.2790476e-07
1130,1.0991379,6.1763041e-07,0.010796072,6.1763041e-07
1129,1.1001106,4.9223939e-07,0.01108837,4.9223939e-07
1128,1.101085,3.4940975e-07,0.011416797,3.4940975e-07
1127,1.1020612,1.8640422e-07,0.011785712,1.8640422e-07
1126,1.103039,-1.474515e-16,0.012198191,-1.474515e-16
1125,1.1040187,-2.1334741e-07,0.012660519,-2.1334741e-07
1124,1.105,-4.5672197e-07,0.013178006,-4.5672197e-07
1123,1.1059831,-7.3352152e-07,0.01375648,-7.3352152e-07
1122,1.1069679,-1.0477713e-06,0.014403284,-1.0477713e-06
1121,1.1079545,-1.4043287e-06,0.015128926,-1.4043287e-06
1120,1.1089429,-1.8089519e-06,0.015942708,-1.8089519e-06
1119,1.109933,-2.2684677e-06,0.01685801,-2.2684677e-06
1118,1.1109249,-2.7910512e-06,0.017888995,-2.7910512e-06
1117,1.1119186,-3.3864391e-06,0.019052949,-3.3864391e-06
1116,1.1129141,-4.066292e-06,0.020370966,-4.066292e-06
1115,1.1139113,-4.8444218e-06,0.021866069,-4.8444218e-06
1114,1.1149103,-5.7374387e-06,0.023566138,-5.7374387e-06
1113,1.1159111,-6.7651827e-06,0.025508743,-6.7651827e-06
1112,1.1169137,-7.951039e-06,0.027731087,-7.951039e-06
1111,1.1179182,-9.3228862e-06,0.030280977,-9.3228862e-06
1110,1.1189244,-1.0913316e-05,0.033213003,-1.0913316e-05
1109,1.1199324,-1.2760087e-05,0.036590674,-1.2760087e-05
1108,1.1209423,-1.490511e-05,0.040480421,-1.490511e-05
1107,1.121954,-1.7393916e-05,0.044955835,-1.7393916e-05
1106,1.1229675,-2.027184e-05,0.050091157,-2.027184e-05
1105,1.1239828,-2.357628e-05,0.055931041,-2.357628e-05
1104,1.125,-2.7326585e-05,0.062499028,-2.7326585e-05
1103,1.126019,-3.1502486e-05,0.06973774,-3.1502486e-05
1102,1.1270399,-3.6019931e-05,0.077481071,-3.6019931e-05
1101,1.1280626,-4.0699056e-05,0.085397869,-4.0699056e-05
1100,1.1290872,-4.523818e-05,0.092951872,-4.523818e-05
1099,1.1301136,-4.9221119e-05,0.099411644,-4.9221119e-05
1098,1.1311419,-5.217061e-05,0.10397918,-5.217061e-05
1097,1.1321721,-5.3662105e-05,0.10596756,-5.3662105e-05
1096,1.1332042,-5.3461273e-05,0.1050271,-5.3461273e-05
1095,1.1342381,-5.1607533e-05,0.10129574,-5.1607533e-05
1094,1.135274,-4.8395428e-05,0.095344766,-4.8395428e-05
1093,1.1363117,-4.4265572e-05,0.08795423,-4.4265572e-05
1092,1.1373513,-3.9673619e-05,0.079923692,-3.9673619e-05
1091,1.1383929,-3.4993602e-05,0.071879008,-3.4993602e-05
1090,1.1394363,-3.0485435e-05,0.064254111,-3.0485435e-05
1089,1.1404817,-2.6298065e-05,0.057276933,-2.6298065e-05
1088,1.1415289,-2.2499132e-05,0.051048885,-2.2499132e-05
1087,1.1425781,-1.9100477e-05,0.045567864,-1.9100477e-05
1086,1.1436293,-1.608245e-05,0.040794175,-1.608245e-05
1085,1.1446823,-1.3410599e-05,0.036654713,-1.3410599e-05
1084,1.1457373,-1.104365e-05,0.033071527,-1.104365e-05
1083,1.1467943,-8.9409138e-06,0.029974059,-8.9409138e-06
1082,1.1478532,-7.0637839e-06,0.027292437,-7.0637839e-06
1081,1.148914,-5.3780254e-06,0.024964476,-5.3780254e-06
1080,1.1499769,-3.8532088e-06,0.022942121,-3.8532088e-06
1079,1.1510417,-2.4631978e-06,0.021178904,-2.4631978e-06
1078,1.1521084,-1.1852808e-06,0.019637891,-1.1852808e-06
1077,1.1531772,-9.5732999e-16,0.018287079,-9.5732999e-16
1076,1.1542479,1.1078004e-06,0.01709931,1.1078004e-06
1075,1.1553206,2.1451085e-06,0.016054125,2.1451085e-06
1074,1.1563953,3.1172636e-06,0.015132034,3.1172636e-06
1073,1.1574721,4.0297115e-06,0.014316806,4.0297115e-06
1072,1.1585508,4.8876647e-06,0.01359554,4.8876647e-06
1071,1.1596315,5.6962117e-06,0.012956551,5.6962117e-06
1070,1.1607143,6.4600096e-06,0.012390715,6.4600096e-06
1069,1.1617991,7.1834953e-06,0.011889735,7.1834953e-06
1068,1.1628859,7.8707784e-06,0.01144655,7.8707784e-06
1067,1.1639747,8.5255189e-06,0.011055731,8.5255189e-06
1066,1.1650656,9.1512122e-06,0.010712647,9.1512122e-06
1065,1.1661585,9.7508995e-06,0.010412062,9.7508995e-06
1064,1.1672535,1.0327473e-05,0.010150782,1.0327473e-05
1063,1.1683506,1.0883399e-05,0.0099262263,1.0883399e-05
1062,1.1694497,1.1420984e-05,0.0097357331,1.1420984e-05
1061,1.1705508,1.1942256e-05,0.009577083,1.1942256e-05
1060,1.1716541,1.2448897e-05,0.0094496742,1.2448897e-05
1059,1.1727594,1.2942418e-05,0.0093507808,1.2942418e-05
1058,1.1738669,1.3424027e-05,0.0092799239,1.3424027e-05
1057,1.1749764,1.3894598e-05,0.0092375276,1.3894598e-05
1056,1.176088,1.4354747e-05,0.0092216558,1.4354747e-05
1055,1.1772017,1.4804694e-05,0.0092339902,1.4804694e-05
1054,1.1783175,1.5244291e-05,0.009273416,1.5244291e-05
1053,1.1794355,1.5672891e-05,0.0093409913,1.5672891e-05
1052,1.1805556,1.6089341e-05,0.0094387927,1.6089341e-05
1051,1.1816778,1.6491812e-05,0.0095666955,1.6491812e-05
1050,1.1828021,1.6877638e-05,0.0097275244,1.6877638e-05
1049,1.1839286,1.7243321e-05,0.0099226657,1.7243321e-05
1048,1.1850572,1.7584052e-05,0.010155966,1.7584052e-05
1047,1.186188,1.78936e-05,0.010430095,1.78936e-05
1046,1.1873209,1.8163826e-05,0.010748044,1.8163826e-05
1045,1.188456,1.8384484e-05,0.011116653,1.8384484e-05
1044,1.1895933,1.8542231e-05,0.011540711,1.8542231e-05
1043,1.1907328,1.8620207e-05,0.012026657,1.8620207e-05
1042,1.1918744,1.8596272e-05,0.012583019,1.8596272e-05
1041,1.1930182,1.8443245e-05,0.013220696,1.8443245e-05
1040,1.1941643,1.8125376e-05,0.013951001,1.8125376e-05
1039,1.1953125,1.7596871e-05,0.014787962,1.7596871e-05
1038,1.1964629,1.6799164e-05,0.015748906,1.6799164e-05
1037,1.1976156,1.565594e-05,0.016856863,1.565594e-05
1036,1.1987705,1.4068226e-05,0.018136843,1.4068226e-05
1035,1.1999276,1.1906815e-05,0.019620719,1.1906815e-05
1034,1.201087,9.0021865e-06,0.021346872,9.0021865e-06
1033,1.2022485,5.1315263e-06,0.023364739,5.1315263e-06
1032,1.2034124,4.8681574e-16,0.025732665,4.8681574e-16
1031,1.2045785,-6.770342e-06,0.028522803,-6.770342e-06
1030,1.2057468,-1.5623313e-05,0.031822595,-1.5623313e-05
1029,1.2069175,-2.7115961e-05,0.035734729,-2.7115961e-05
1028,1.2080904,-4.1954581e-05,0.040381514,-4.1954581e-05
1027,1.2092656,-6.1007999e-05,0.045891208,-6.1007999e-05
1026,1.210443,-8.5293598e-05,0.052390248,-8.5293598e-05
1025,1.2116228,-0.0001158924,0.059952841,-0.0001158924
1024,1.2128049,-0.00015372449,0.068556238,-0.00015372449
1023,1.2139893,-0.00019909917,0.07796402,-0.00019909917
1022,1.215176,-0.00025098765,0.087596059,-0.00025098765
1021,1.216365,-0.00030619435,0.09645458,-0.00030619435
1020,1.2175563,-0.00035894638,0.10315459,-0.00035894638
1019,1.21875,-0.00040181654,0.106343,-0.00040181654
1018,1.219946,-0.00042822708,0.10525726,-0.00042822708
1017,1.2211444,-0.00043524458,0.10010944,-0.00043524458
1016,1.2223451,-0.00042453298,0.092012656,-0.00042453298
1015,1.2235482,-0.00040090325,0.08241872,-0.00040090325
1014,1.2247537,-0.00036991525,0.072572694,-0.00036991525
1013,1.2259615,-0.00033616216,0.063312083,-0.00033616216
1012,1.2271718,-0.00030271295,0.055039424,-0.00030271295
1011,1.2283844,-0.00027127275,0.047886058,-0.00027127275
1010,1.2295994,-0.00024259652,0.041804437,-0.00024259652
1009,1.2308168,-0.00021686306,0.036686971,-0.00021686306
1008,1.2320367,-0.00019394676,0.032394063,-0.00019394676
1007,1.2332589,-0.00017358437,0.028791049,-0.00017358437
1006,1.2344836,-0.00015545468,0.025765427,-0.00015545468
1005,1.2357107,-0.00013925577,0.023214076,-0.00013925577
1004,1.2369403,-0.00012469072,0.021053644,-0.00012469072
1003,1.2381723,-0.00011150714,0.019219089,-0.00011150714
1002,1.2394068,-9.9477533e-05,0.017654025,-9.9477533e-05
1001,1.2406437,-8.8405689e-05,0.016313961,-8.8405689e-05
1000,1.2418831,-7.8121199e-05,0.015162842,-7.8121199e-05
999,1.243125,-6.847542e-05,0.014170335,-6.847542e-05
998,1.2443694,-5.9337417e-05,0.013314806,-5.9337417e-05
997,1.2456162,-5.0590619e-05,0.012575689,-5.0590619e-05
996,1.2468656,-4.2129478e-05,0.011937085,-4.2129478e-05
995,1.2481175,-3.3856674e-05,0.011385966,-3.3856674e-05
994,1.2493719,-2.5680579e-05,0.010911637,-2.5680579e-05
993,1.2506288,-1.7512938e-05,0.010505328,-1.7512938e-05
992,1.2518882,-9.2666971e-06,0.010159858,-9.2666971e-06
991,1.2531502,-8.5390413e-07,0.0098693825,-8.5390413e-07
990,1.2544147,7.8029205e-06,0.009629384,7.8029205e-06
989,1.2556818,1.671626e-05,0.0094357345,1.671626e-05
988,1.2569515,2.5887551e-05,0.0092857456,2.5887551e-05
987,1.2582237,3.5330872e-05,0.0091779977,3.5330872e-05
986,1.2594985,4.5071544e-05,0.0091096511,4.5071544e-05
985,1.2607759,5.5145174e-05,0.0090806502,5.5145174e-05
984,1.2620558,6.5597259e-05,0.0090908699,6.5597259e-05
983,1.2633384,7.6483227e-05,0.0091410536,7.6483227e-05
982,1.2646236,8.7868559e-05,0.0092326692,8.7868559e-05
981,1.2659114,9.9829838e-05,0.0093664238,9.9829838e-05
980,1.2672018,0.00011245553,0.0095457291,0.00011245553
979,1.2684949,0.00012584752,0.00977495,0.00012584752
978,1.2697906,0.00014012361,0.010057507,0.00014012361
977,1.271089,0.00015541751,0.010400296,0.00015541751
976,1.27239,0.00017188478,0.01080934,0.00017188478
975,1.2736936,0.00018970404,0.01129458,0.00018970404
974,1.275,0.00020908276,0.011868686,0.00020908276
973,1.276309,0.00023025696,0.01254331,0.00023025696
972,1.2776208,0.00025350292,0.013338367,0.00025350292
971,1.2789352,0.00027914122,0.0142755,0.00027914122
970,1.2802523,0.00030753359,0.015380415,0.00030753359
969,1.2815722,0.00033910013,0.016691002,0.00033910013
968,1.2828947,0.00037431362,0.018249325,0.00037431362
967,1.28422,0.0004137001,0.020115833,0.0004137001
966,1.2855481,0.00045780252,0.022360828,0.00045780252
965,1.2868789,0.00050716468,0.025078539,0.00050716468
964,1.2882124,0.00056223121,0.028387452,0.00056223121
963,1.2895488,0.00062313513,0.032440914,0.00062313513
962,1.2908879,0.00068941308,0.037424301,0.00068941308
961,1.2922297,0.00075937842,0.043557419,0.00075937842
960,1.2935744,0.00082903601,0.051063692,0.00082903601
959,1.2949219,0.0008905683,0.060113503,0.0008905683
958,1.2962722,0.00093011368,0.070682378,0.00093011368
957,1.2976253,0.00092634255,0.082286379,0.00092634255
956,1.2989812,0.0008522885,0.093675066,0.0008522885
955,1.30034,0.00068506999,0.10270559,0.00068506999
954,1.3017016,0.00042361324,0.10694435,0.00042361324
953,1.303066,0.00010070204,0.10496952,0.00010070204
952,1.3044334,-0.00022830624,0.097405915,-0.00022830624
951,1.3058036,-0.00051248407,0.08646398,-0.00051248407
950,1.3071767,-0.00072689537,0.074538183,-0.00072689537
949,1.3085526,-0.00087200762,0.063286215,-0.00087200762
948,1.3099315,-0.00096079932,0.053477027,-0.00096079932
947,1.3113133,-0.0010086681,0.045282353,-0.0010086681
946,1.312698,-0.0010286176,0.038580317,-0.0010286176
945,1.3140856,-0.0010303475,0.033148377,-0.0010303475
944,1.3154762,-0.0010205029,0.028747049,-0.0010205029
943,1.3168697,-0.0010035728,0.025172714,-0.0010035728
942,1.3182662,-0.0009824296,0.022258038,-0.0009824296
941,1.3196656,-0.00095897267,0.01986402,-0.00095897267
940,1.321068,-0.00093435273,0.017887817,-0.00093435273
939,1.3224734,-0.00090931952,0.016248489,-0.00090931952
938,1.3238818,-0.00088427769,0.014879981,-0.00088427769
937,1.3252932,-0.00085946208,0.013735202,-0.00085946208
936,1.3267076,-0.0008349681,0.012772839,-0.0008349681
935,1.328125,-0.00081077054,0.011965196,-0.00081077054
934,1.3295455,-0.00078680269,0.011285891,-0.00078680269
933,1.330969,-0.00076291422,0.010718479,-0.00076291422
932,1.3323955,-0.00073892334,0.010246053,-0.00073892334
931,1.3338251,-0.0007145946,0.0098585866,-0.0007145946
930,1.3352578,-0.0006896308,0.0095465434,-0.0006896308
929,1.3366935,-0.00066368463,0.0093020846,-0.00066368463
928,1.3381324,-0.00063633251,0.0091216316,-0.00063633251
927,1.3395744,-0.00060705656,0.0090014093,-0.00060705656
926,1.3410194,-0.00057522935,0.0089385906,-0.00057522935
925,1.3424676,-0.00054007423,0.0089343142,-0.00054007423
924,1.3439189,-0.00050062501,0.0089886271,-0.00050062501
923,1.3453734,-0.00045566879,0.009104579,-0.00045566879
922,1.346831,-0.00040366618,0.0092862888,-0.00040366618
921,1.3482918,-0.00034264524,0.0095401122,-0.00034264524
920,1.3497557,-0.0002700532,0.0098736952,-0.0002700532
919,1.3512228,-0.00018255539,0.010301105,-0.00018255539
918,1.3526931,-7.5739099e-05,0.010836957,-7.5739099e-05
917,1.3541667,5.6272757e-05,0.011502043,5.6272757e-05
916,1.3556434,0.00022045278,0.012323767,0.00022045278
915,1.3571234,0.00042499744,0.013337875,0.00042499744
914,1.3586066,0.00068117187,0.014593538,0.00068117187
913,1.360093,0.0010046338,0.016155527,0.0010046338
912,1.3615827,0.0014173149,0.018114176,0.0014173149
911,1.3630757,0.0019502035,0.020588412,0.0019502035
910,1.3645719,0.0026474316,0.023748345,0.0026474316
909,1.3660714,0.0035721388,0.027827547,0.0035721388
908,1.3675743,0.0048141667,0.033144396,0.0048141667
907,1.3690804,0.0064987147,0.040126706,0.0064987147
906,1.3705899,0.00878809,0.049269323,0.00878809
905,1.3721026,0.011856302,0.061013279,0.011856302
904,1.3736188,0.01578324,0.075285793,0.01578324
903,1.3751383,0.02033243,0.090523015,0.02033243
902,1.3766611,0.024761517,0.10271885,0.024761517
901,1.3781874,0.027839196,0.10656113,0.027839196
900,1.379717,0.02871224,0.099859139,0.02871224
